Contigs,4485,2882
Scaffolds,4485,1392
Complete genome,4485,190
Chromosome,4485,21
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Year,Number of draft genomes (Contigs),Number of complete genomes
2008,1,4
2009,0,
2010,6,1
2011,12,3
2012,89,2
2013,89,6
2014,689,7
2015,226,9
2016,272,30
2017,457,27
2018,349,35
2019,454,53
2020,238,13
